10001	12.0	2.8734710608426184
10002	67.5	14.0306235940353
10003	713.0	238.1814893626287
10004	147.5	22.110517859154726
10005	18.0	7.781940230430968
10006	16.0	8.845406205341844
10007	14.0	9.318789822181849
10008	16.0	8.20441954071097
10009	14.5	7.829169715716987
10010	14.0	7.956853865536303
10011	12.5	6.504805915628843
10012	14.0	6.581742621639044
10013	6.5	4.606878914550863
10014	13.5	10.673968041454874
10015	13.0	5.925316447245667
10016	19.5	8.387059880405051
10017	10.5	4.372208931135382
10018	10.0	3.835993189514288
10019	11.0	5.361538375317293
10020	33.0	17.401704972142813
10021	7.5	4.8201035712420115
10022	58.0	11.725997758719725
10023	17.0	16.946607330082326
10024	1387.0	191.11508466350188
10025	73.0	47.49173447822262
10026	12.0	5.80535515171122
10027	22.0	6.559746446128845
10028	8.5	4.173951964266
10029	42.0	38.20089781340224
10031	24.0	10.932856157015879
10032	12.5	18.94853226505948
10033	572.5	248.16820900537903
10034	11.0	4.629642939795681
10035	12.0	7.993894154290512
10036	10.0	7.284401142166733
10037	10.5	3.8890872965260113
10038	576.5	188.65047044733282
10039	81.0	23.502638648404993
10040	63.0	20.733332914657016
10041	47.5	16.59392655273308
10042	28.0	13.700443366457161
10043	21.5	6.720348647019737
10044	238.5	115.11298797268708
10045	58.5	19.190222730273355
10046	16.5	11.907480251400798
10047	52.5	26.829321646288417
10048	44.0	17.181817242364094
10049	135.5	54.00694399797123
10050	24.0	9.323818624898276
10051	300.0	72.85274504737279
10052	15.0	2.5477854967598823
10053	28.0	8.232403108297115
10054	32.0	10.649558016063388
10055	23.5	4.8435483829007016
10056	307.5	82.45590085577562
10057	18.0	8.979958153438133
10058	29.0	16.46963944467213
10059	1181.0	668.0558517771924
10060	1218.0	657.1773893658774
10061	748.0	257.1576607841967
10062	232.0	111.20946856467528
10063	82.5	46.76867107102788
10064	11.0	4.046603514059662
10065	11.0	3.9871620154566076
10067	233.0	154.01189267695366
10068	146.5	41.32227333336708
10069	89.5	45.1070666407992
10070	12.5	5.7240412679766735
10071	246.5	58.85966327577401
10072	13.5	4.8241539089772
10073	53.0	31.690889858128
10074	292.5	14.322151494712656
10075	5988.5	2772.7428788515936
10076	18.0	9.455436184412646
10077	255.5	64.1312131492926
10078	45.0	54.76753964199506
